Kanji#Reading#JLPT#Type#Meaning
['許り']#[['ばかり'], ['ばっかり'], ['ばっか']]#2#['&prt;']#['only', 'merely', 'nothing but', 'no more than']
['因りけり']#[['よりけり']]#2#['&prt;']#['depends on']
['許りか']#[['ばかりか']]#2#['&prt;']#['not only']
['許し']#[['ばかし'], ['ばっかし']]#2#['&prt;']#['approximately', 'about']
