Kanji,Reading,JLPT,Type,Meaning
['会食'],[['かいしょく']],5,"['&n;', '&vs;']","['dining together', 'mess']"
['会読'],[['かいどく']],5,"['&n;', '&vs;']",['reading-and-discussion meeting']
['会話'],[['かいわ']],5,"['&n;', '&vs;']",['conversation']
['外す'],[['はずす']],5,"['&v5s;', '&vt;']","['to remove', 'to take off', 'to detach', 'to unfasten', 'to undo']"
['外れる'],[['はずれる']],5,"['&v1;', '&vi;']","['to be disconnected', 'to get out of place', 'to be off', 'to be out (e.g. of gear)']"
['外出'],"[['がいしゅつ'], ['そとで']]",5,"['&n;', '&vs;']","['going out', 'outing', ""leaving (one's home, office, etc.)""]"
['外食'],[['がいしょく']],5,"['&n;', '&vs;']","['eating out', 'dining out']"
['学ぶ'],[['まなぶ']],5,['&v5b;'],"['to study (in depth)', 'to learn', 'to take lessons in']"
['噛み分ける'],[['かみわける']],5,"['&v1;', '&vt;']","['to taste', 'to distinguish', 'to understand']"
['間食'],[['かんしょく']],5,"['&n;', '&vs;']","['eating between meals', 'snacking']"
['雁行'],[['がんこう']],5,"['&n;', '&vs;']","['the flight formation of geese', 'lining up shoulder to shoulder like flying geese', 'leading out']"
['気がある'],[['きがある']],5,"['&exp;', '&v5r-i;']","['to have an interest (in something)', 'to feel inclined (toward doing something)']"
['気がする'],[['きがする']],5,"['&exp;', '&vs-i;']","['to feel (as if)', 'to have a feeling (that)', 'to have a hunch (that)', 'to get a sense (that)']"
['気が立つ'],[['きがたつ']],5,"['&exp;', '&v5t;']","['to be wrought up', 'to be on edge', 'to get irritated', 'to get excited (about)', 'to be unsettled']"
['気にする'],[['きにする']],5,"['&exp;', '&vs-i;']","['to mind (negative nuance)', 'to care about', 'to worry', 'to pay undue (amount of) attention to (something)']"
['気になる'],[['きになる']],5,"['&exp;', '&v5r;']","[""to weigh on one's mind"", 'to bother one', 'to worry about', 'to be concerned about', 'to care about', 'to feel uneasy', 'to be anxious']"
['気にかける'],[['きにかける']],5,"['&exp;', '&v1;', '&vt;']","[""to weigh on one's mind"", ""to trouble one's heart"", 'to be concerned about', 'to worry about']"
['気に入る'],[['きにいる']],5,"['&exp;', '&v5r;']","['to like', 'to be pleased with', 'to be delighted with', 'to take a liking to', ""to suit one's fancy""]"
['気後れ'],[['きおくれ']],5,"['&n;', '&vs;']","['diffidence', ""losing one's nerve"", 'feeling awkward', 'feeling timid', 'being daunted']"
['気づかれ'],[['きづかれ']],5,"['&n;', '&vs;']","['mental fatigue', 'worry', 'boredom']"
['すくい出す'],[['すくいだす']],5,['&v5s;'],"['to bail (e.g. water from a boat)', 'to ladle']"
['すくい上げる'],[['すくいあげる']],5,"['&v1;', '&vt;']","['to scoop up', 'to dip up']"
['休する'],[['きゅうする']],5,"['&vs-s;', '&vi;']",['to come to an end']
['休ませる'],[['やすませる']],5,['&v1;'],"['to excuse (someone)', 'to give a holiday to', 'to make (someone) rest']"
['休まる'],[['やすまる']],5,"['&v5r;', '&vi;']","['to be rested', 'to feel at ease', 'to repose', 'to be relieved']"
['休む'],[['やすむ']],5,"['&v5m;', '&vi;']","['to be absent', 'to take a day off']"
['休める'],[['やすめる']],5,"['&v1;', '&vt;']","['to rest', 'to suspend', 'to give relief']"
['休会'],[['きゅうかい']],5,"['&n;', '&vs;', '&adj-no;']","['adjournment', 'recess']"
['休学'],[['きゅうがく']],5,"['&n;', '&vs;']",['temporary absence from school']
['休校'],[['きゅうこう']],5,"['&n;', '&vs;']",['(temporary) closure of school']
['休電'],[['きゅうでん']],5,"['&n;', '&vs;']","['suspension of power supply', 'electricity cut-off']"
['汲み上げる'],[['くみあげる']],5,"['&v1;', '&vt;']","['to draw (water, etc.)', 'to scoop up', 'to pump up', 'to dip up']"
['金儲け'],[['かねもうけ']],5,"['&n;', '&vs;']","['money-making', 'earning money']"
['稽古'],[['けいこ']],5,"['&n;', '&vs;']","['practice', 'practising', 'training', 'study']"
['けんつくを食わす'],[['けんつくをくわす']],5,"['&exp;', '&v5s;']",['to burst out in anger']
['まくし立てる'],[['まくしたてる']],5,"['&v1;', '&vt;']","['to talk on and on', 'to rattle on', 'to keep on talking (without pause)']"
['見出す'],"[['みいだす'], ['みだす']]",5,"['&v5s;', '&vt;']","['to find out', 'to discover', 'to notice', 'to detect']"
['見える'],[['みえる']],5,"['&v1;', '&vi;']","['to be seen', 'to be in sight']"
['見くびる'],[['みくびる']],5,"['&v5r;', '&vt;']","['to underrate', 'to belittle', 'to look down on', 'to despise']"
['見せびらかす'],[['みせびらかす']],5,"['&v5s;', '&vt;']","['to show off', 'to flaunt']"
['見せる'],[['みせる']],5,"['&v1;', '&vt;']","['to show', 'to display']"
['見せつける'],[['みせつける']],5,"['&v1;', '&vt;']","['to make a display of', 'to show off', 'to flaunt']"
['見やる'],[['みやる']],5,"['&v5r;', '&vt;']","['to look at', 'to gaze', 'to stare at']"
['見る'],[['みる']],5,"['&v1;', '&vt;']","['to see', 'to look', 'to watch', 'to view', 'to observe']"
['見下げる'],[['みさげる']],5,"['&v1;', '&vt;']","['to look down over', 'to look down on']"
['見下す'],[['みくだす']],5,"['&v5s;', '&vt;']","['to look down (on)', 'to condescend (to)']"
['見下ろす'],[['みおろす']],5,"['&v5s;', '&vt;']","['to overlook', 'to command a view of', 'to look down on']"
['見学'],[['けんがく']],5,"['&n;', '&vs;']","['inspection', 'study by observation', 'field trip', 'tour', 'review']"
['見上げる'],[['みあげる']],5,"['&v1;', '&vt;']","['to look up at', ""to raise one's eyes""]"
['見すます'],[['みすます']],5,"['&v5s;', '&vt;']","['to observe carefully', 'to make sure']"
['見分ける'],[['みわける']],5,"['&v1;', '&vt;']","['to distinguish', 'to recognize', 'to recognise', 'to tell apart', 'to differentiate']"
['見聞'],"[['けんぶん'], ['けんもん']]",5,"['&n;', '&vs;']","['information', 'experience', 'knowledge', 'observation']"
['見聞き'],[['みきき']],5,"['&n;', '&vs;']","['information', 'experience', 'observation', 'seeing and hearing']"
['見立てる'],[['みたてる']],5,"['&v1;', '&vt;']","['to select', 'to choose']"
['見咎める'],[['みとがめる']],5,"['&v1;', '&vt;']","['to find fault with', 'to question']"
['言いなりになる'],[['いいなりになる']],5,"['&exp;', '&v5r;']","['to do exactly what one is told to do', 'to be subservient', 'to be easily controlled']"
['言いよる'],[['いいよる']],5,"['&v5r;', '&vi;']","['to court', 'to woo', 'to approach defiantly']"
['言い出す'],[['いいだす']],5,"['&v5s;', '&vt;']","['to begin to say', 'to start talking', 'to broach (a matter)', 'to bring up', 'to come out with']"
['言いふらす'],[['いいふらす']],5,"['&v5s;', '&vt;']","['to spread (e.g. a rumor)', 'to circulate', 'to disseminate']"
['言い足す'],[['いいたす']],5,"['&v5s;', '&vt;']","['to say something additional', 'to add (to what was said before)']"
['言いつける'],[['いいつける']],5,"['&v1;', '&vt;']","['to tell (to do)', 'to order', 'to charge', 'to direct']"
['言い聞かす'],[['いいきかす']],5,"['&v5s;', '&vt;']","['to tell', 'to (try to) persuade', 'to advise', 'to warn', 'to admonish', 'to reason']"
['言い聞かせる'],[['いいきかせる']],5,"['&v1;', '&vt;']","['to tell', 'to (try to) persuade', 'to advise', 'to warn', 'to admonish', 'to reason']"
['言い立てる'],[['いいたてる']],5,"['&v1;', '&vt;']","['to assert', 'to declare', 'to claim', 'to state', 'to insist', 'to maintain']"
['古す'],[['ふるす']],5,"['&v5s;', '&vt;']",['to wear out']
['古びる'],[['ふるびる']],5,"['&v1;', '&vi;']","['to look old', 'to get old']"
['午餐'],[['ごさん']],5,"['&n;', '&vs;']","['lunch', 'dinner']"
['後見'],[['こうけん']],5,"['&n;', '&vs;']","['guardianship', 'guardian']"
['語らう'],[['かたらう']],5,"['&v5u;', '&vt;']","['to talk', 'to tell', 'to recite', 'to pledge', 'to conspire with']"
['語る'],[['かたる']],5,"['&v5r;', '&vt;']","['to talk about', 'to speak of', 'to tell', 'to narrate']"
['口ずさむ'],[['くちずさむ']],5,"['&v5m;', '&vt;']","['to hum (a tune)', 'to sing to oneself', 'to croon']"
['口にする'],[['くちにする']],5,"['&exp;', '&vs-i;']","['to taste', 'to eat', 'to drink']"
['口を出す'],[['くちをだす']],5,"['&exp;', '&v5s;']","['to interrupt', 'to interfere', 'to meddle', 'to intrude', 'to butt in', ""to poke one's nose into""]"
['口を入れる'],[['くちをいれる']],5,"['&exp;', '&v1;']",['to throw in a suggestion']
['口外'],[['こうがい']],5,"['&n;', '&vs;']","['revealing (information, a secret, etc.)', 'disclosure', 'telling', 'letting out']"
['口出し'],[['くちだし']],5,"['&n;', '&vs;']","['interference', 'meddling', 'butting in']"
['口書き'],[['くちがき']],5,"['&n;', '&vs;']","[""writing with the brush in one's mouth""]"
['口入れ'],[['くちいれ']],5,"['&n;', '&vs;']","['acting as go-between', 'good offices']"
['口ごもる'],[['くちごもる']],5,"['&v5r;', '&vi;']","['to hesitate to say', 'to mumble', 'to hem and haw', 'to falter']"
['行ったり来たり'],[['いったりきたり']],5,"['&exp;', '&vs;']","['going to and fro', 'back and forth']"
['高ぶる'],[['たかぶる']],5,"['&v5r;', '&vi;']","['to become aroused (of emotions, nerves, etc.)', 'to become excited', 'to become stirred up', 'to become worked up']"
['高まる'],[['たかまる']],5,"['&v5r;', '&vi;']","['to rise', 'to swell', 'to be promoted']"
['高める'],[['たかめる']],5,"['&v1;', '&vt;']","['to raise', 'to lift', 'to boost', 'to enhance']"
['惚気る'],"[['のろける'], ['ノロケる'], ['ノロける']]",5,"['&v1;', '&vi;']","[""to go on about (one's love affairs)"", ""to speak proudly of (one's spouse, girlfriend, etc.)"", 'to speak fondly of']"
['今めかす'],[['いまめかす']],5,['&v5s;'],"['to modernize', 'to modernise']"
['左右'],"[['さゆう'], ['そう'], ['さう']]",5,"['&n;', '&vs;']","['left and right', 'right and left']"
['左前になる'],[['ひだりまえになる']],5,"['&exp;', '&v5r;']","[""to go downhill (e.g. for one's business)"", 'to be badly off (economically)']"
['三分'],[['さんぶん']],5,['&vs;'],"['to divide into three (parts)', 'to trisect']"
['山分け'],[['やまわけ']],5,"['&n;', '&vs;']","['equal division (of profits, prize money, etc.)', 'equal split']"
['し出す'],[['しだす']],5,"['&v5s;', '&vt;']",['to begin to do']
['四分'],[['しぶん']],5,"['&n;', '&vs;']","['divide into four pieces', 'one fourth']"
['上手くいく'],[['うまくいく']],5,"['&exp;', '&v5k-s;']","['to go smoothly', 'to turn out well', 'to do the trick', 'to have peaceful relations']"
['手に入る'],[['てにはいる']],5,"['&exp;', '&v5r;']","['to obtain', 'to come into possession of', 'to get hold of', ""to get one's hands on""]"
['手に入れる'],[['てにいれる']],5,"['&exp;', '&v1;', '&vt;']","['to obtain', 'to procure']"
['手を叩く'],[['てをたたく']],5,"['&exp;', '&v5k;']",['to clap']
['手淫'],[['しゅいん']],5,"['&n;', '&vs;']","['masturbation', 'onanism']"
['手がける'],[['てがける']],5,"['&v1;', '&vt;']","['to handle', 'to manage', 'to deal with', 'to work with', 'to have experience with']"
['手中にする'],[['しゅちゅうにする']],5,"['&exp;', '&vs-i;']","['to get hold of', 'to take possession of', 'to seize']"
['手入れ'],[['ていれ']],5,"['&n;', '&vs;']","['care', 'looking after', 'repair', 'maintenance', 'tending', 'trimming', 'grooming']"
['手分け'],[['てわけ']],5,"['&n;', '&vs;']","['division of labour', 'division of labor', 'splitting into groups (e.g. to search)']"
['腫れ上がる'],[['はれあがる']],5,"['&v5r;', '&vi;']",['to swell up']
['蹴上げる'],[['けあげる']],5,"['&v1;', '&vt;']","['to kick up (a ball, dust, etc.)', 'to kick upwards (at)']"
['出くわす'],[['でくわす']],5,"['&v5s;', '&vi;']","['to happen to meet', 'to come across']"
['出しにする'],[['だしにする']],5,"['&exp;', '&vs-i;']","[""to use (as a tool) for one's own advantage"", 'to use as a pretext', 'to use as an excuse']"
['出し入れ'],[['だしいれ']],5,"['&n;', '&vs;']","['deposit and withdraw', 'taking in and out']"
['出す'],[['だす']],5,"['&v5s;', '&vt;']","['to take out', 'to get out']"
['出で立つ'],[['いでたつ']],5,"['&v5t;', '&vi;']","['to start', 'to leave']"
['出る'],[['でる']],5,"['&v1;', '&vi;']","['to leave', 'to exit', 'to go out', 'to come out', 'to get out']"
['出火'],[['しゅっか']],5,"['&n;', '&vs;']",['outbreak of fire']
['出すぎる'],[['ですぎる']],5,"['&v1;', '&vi;']","['to stick out too much', 'to protrude too far', 'to be too strong (e.g. of tea)']"
['出駕'],[['しゅつが']],5,"['&n;', '&vs;']",['departure (of a noble)']
['出会'],[['しゅっかい']],5,"['&n;', '&vs;']","['encounter', 'chance meeting']"
['出金'],[['しゅっきん']],5,"['&n;', '&vs;']","['withdrawal (of money)', 'payment', 'contribution', 'investment', 'financing']"
['出時'],[['でどき']],5,"['&n;', '&vs;']",['time of departure']
['出社'],[['しゅっしゃ']],5,"['&n;', '&vs;']","['going to work (e.g. in the morning)', 'coming to work']"
['出前'],[['でまえ']],5,"['&n;', '&vs;']","['home delivery (of food)', 'outside catering']"
['出土'],[['しゅつど']],5,"['&n;', '&vs;']",['archeological excavation (archaeological)']
['出入'],[['しゅつにゅう']],5,"['&n;', '&vs;']","['in and out', 'income and expenses', 'free associations', 'run of the house']"
['出入り'],"[['でいり'], ['ではいり']]",5,"['&n;', '&vs;']","['going in and out', 'entering and exiting']"
['出来'],"[['しゅったい'], ['しゅつらい']]",5,"['&n;', '&vs;']","['occurrence', 'happening', 'taking place']"
['出来る'],[['できる']],5,"['&v1;', '&vi;']","['to be able (in a position) to do', 'to be up to the task']"
['出来上がる'],[['できあがる']],5,"['&v5r;', '&vi;']","['to be completed', 'to be finished', 'to be ready (e.g. to serve or eat)']"
['出立'],[['しゅったつ']],5,"['&n;', '&vs;']",['departure']
['出廬'],[['しゅつろ']],5,"['&n;', '&vs;']",['coming out of retirement']
['出捐'],[['しゅつえん']],5,"['&n;', '&vs;']","['contribution', 'subscription']"
['書きなぐる'],[['かきなぐる']],5,"['&v5r;', '&vt;']","['to scribble (write quickly)', 'to dash off']"
['書き下す'],[['かきくだす']],5,"['&v5s;', '&vt;']",['to write from top to bottom']
['書き下ろす'],[['かきおろす']],5,"['&v5s;', '&vt;']","['to write (a play, book, filmscript, etc.)']"
['書きまくる'],[['かきまくる']],5,"['&v5r;', '&vt;']","['to dash off', 'to write freely']"
['書き出す'],[['かきだす']],5,"['&v5s;', '&vt;']","['to begin to write', 'to start writing']"
['書き入れる'],[['かきいれる']],5,"['&v1;', '&vt;']",['to write in']
['書き分ける'],[['かきわける']],5,"['&v1;', '&vt;']","['to distinguish in writing', 'to use different writing styles']"
['書き立てる'],[['かきたてる']],5,"['&v1;', '&vt;']","['to write (a person) up (in a positive or negative light)', 'to write something up so that it stands out', 'to write up in an exaggerated fashion', 'to detail', 'to list']"
['書く'],[['かく']],5,"['&v5k;', '&vt;']","['to write', 'to compose', 'to pen']"
['小じんまり'],"[['こじんまり'], ['こぢんまり']]",5,"['&adv-to;', '&vs;']","['snugly', 'neatly', 'compactly', 'cosily']"
['上がり下がり'],[['あがりさがり']],5,"['&n;', '&vs;']","['rise and fall', 'fluctuation']"
['上がりこむ'],[['あがりこむ']],5,"['&v5m;', '&vi;']","['to enter (house, room, etc.)', 'to step in']"
['上がる'],[['あがる']],5,"['&v5r;', '&vi;']","['to rise', 'to go up', 'to come up', 'to ascend', 'to be raised']"
['上げる'],[['あげる']],5,"['&v1;', '&vt;']","['to raise', 'to elevate']"
['上げ下げ'],[['あげさげ']],5,"['&n;', '&vs;']","['raising and lowering', 'praising and blaming', 'modulation']"
['上す'],[['のぼす']],5,['&v5s;'],"['to raise', 'to record', 'to bring up (a matter)', 'to serve (food)', 'to send someone out']"
['上せる'],[['のぼせる']],5,"['&v1;', '&vt;']","['to raise', 'to record', 'to bring up (a matter)', 'to serve (food)', 'to send some on out']"
['上り下り'],"[['のぼりくだり'], ['のぼりおり']]",5,"['&n;', '&vs;']","['going up and down', 'ascent and descent', 'climb and descent']"
['上る'],[['のぼる']],5,"['&v5r;', '&vi;']","['to ascend', 'to go up', 'to climb']"
['上気'],[['じょうき']],5,"['&n;', '&vs;']","[""flushing (of one's cheeks)"", 'dizziness', 'rush of blood to the head']"
['上汲む'],[['うわぐむ']],5,['&v5m;'],['to draw off the top liquid']
['上書'],[['じょうしょ']],5,"['&n;', '&vs;']",['memorial to the throne']
['上書き'],[['うわがき']],5,"['&n;', '&vs;']","['superscription (on a letter, parcel, etc.)', 'address']"
['上疏'],[['じょうそ']],5,"['&n;', '&vs;']",['reporting to the emperor']
['上洛'],[['じょうらく']],5,"['&n;', '&vs;']",['proceeding to the capital']
['上蔟'],[['じょうぞく']],5,"['&n;', '&vs;']","['spinning of cocoons', ""silkworm's last sleep"", 'transformation to the pupa stage']"
['食いつぶす'],[['くいつぶす']],5,"['&v5s;', '&vt;']","['to eat oneself out of house and home', 'to eat up completely']"
['食い入る'],[['くいいる']],5,"['&v5r;', '&vi;']",['to eat into']
['食らいつく'],[['くらいつく']],5,"['&v5k;', '&vi;']","['to bite at', 'to snap at', 'to nibble']"
['食べる'],[['たべる']],5,"['&v1;', '&vt;']",['to eat']
['はみ出る'],[['はみでる']],5,"['&v1;', '&vi;']","['to protrude', 'to stick out', 'to jut out', 'to hang out', 'to bulge out']"
['食らわす'],[['くらわす']],5,['&v5s;'],"['to make someone eat', 'to deal (a blow)', 'to play (a trick)']"
['のし上がる'],[['のしあがる']],5,"['&v5r;', '&vi;']","['to stand on tiptoe', 'to rise in the world', 'to become arrogant']"
['新生'],[['しんせい']],5,"['&n;', '&vs;', '&adj-no;']","['rebirth', 'new birth', 'nascent']"
['人口に膾炙する'],[['じんこうにかいしゃする']],5,"['&exp;', '&vs-i;']","['to become well-known', 'to become common knowledge', 'to become famous', ""to be on everyone's lips""]"
['人ずれ'],[['ひとずれ']],5,"['&n;', '&vs;']","[""becoming worldly-wise (through one's interactions with other people)"", 'becoming sophisticated', ""losing one's innocence"", ""losing one's naivety""]"
['人だかり'],[['ひとだかり']],5,"['&n;', '&vs;']","['crowd', 'throng']"
['人まね'],"[['ひとまね'], ['ひとマネ']]",5,"['&n;', '&vs;']","['mimicry', 'imitation']"
['人立ち'],[['ひとだち']],5,"['&n;', '&vs;']",['crowd of people']
['水をさす'],[['みずをさす']],5,"['&exp;', '&v5s;']","['to pour water (into)', 'to dilute with water']"
['水撒き'],[['みずまき']],5,"['&n;', '&vs;']","['watering', 'sprinkling']"
['生う'],[['おう']],5,"['&v5u;', '&vt;']","['to grow', 'to spring up']"
['生える'],[['はえる']],5,"['&v1;', '&vi;']","['to grow', 'to spring up', 'to sprout']"
['生きる'],[['いきる']],5,"['&v1;', '&vi;']","['to live', 'to exist']"
['生き長らえる'],[['いきながらえる']],5,"['&v1;', '&vi;']","['to live long', 'to survive']"
['生じる'],[['しょうじる']],5,"['&v1;', '&vt;']","['to produce', 'to yield', 'to cause']"
['生ずる'],[['しょうずる']],5,"['&vz;', '&vi;']","['to produce', 'to yield', 'to cause']"
['生まれつく'],[['うまれつく']],5,"['&v5k;', '&vi;']","['to be born (with)', 'to be born (to be)', 'to be destined']"
['生まれる'],[['うまれる']],5,"['&v1;', '&vi;']",['to be born']
['生み出す'],[['うみだす']],5,"['&v5s;', '&vt;']","['to create', 'to bring forth', 'to produce']"
['生やす'],[['はやす']],5,"['&v5s;', '&vt;']","['to grow', 'to cultivate', 'to wear a beard']"
['生噛じり'],[['なまかじり']],5,"['&n;', '&vs;']","['superficial knowledge', 'smattering']"
['生長'],[['せいちょう']],5,"['&n;', '&vs;']",['growth (of a plant)']
['先んじる'],[['さきんじる']],5,"['&v1;', '&vi;']","['to precede', 'to forestall', 'to anticipate']"
['先んずる'],[['さきんずる']],5,"['&vz;', '&vi;']","['to go before', 'to precede', 'to forestall', 'to anticipate']"
['先見'],[['せんけん']],5,"['&n;', '&vs;']","['foresight', 'anticipation']"
