Kanji,Reading,JLPT,Type,Meaning
['圧し合う'],[['へしあう']],2,"['&v5u;', '&vi;']","['to jostle', 'to push']"
['圧し込む'],[['へしこむ']],2,"['&v5m;', '&vt;']",['to push into']
['押し殺す'],[['おしころす']],2,"['&v5s;', '&vt;']","['to crush to death', 'to stifle to death', 'to squeeze to death']"
['圧す'],[['へす']],2,"['&v5s;', '&vt;']","['to dent', 'to press', 'to push']"
['圧する'],[['あっする']],2,['&vs-s;'],['to press']
['圧延'],[['あつえん']],2,"['&n;', '&vs;']","['rolling', 'extending by applying pressure']"
['圧殺'],[['あっさつ']],2,"['&n;', '&vs;']",['crushing to death']
['圧死'],[['あっし']],2,"['&n;', '&vs;']",['crushing to death']
['圧出'],[['あっしゅつ']],2,"['&n;', '&vs;']",['pressing out']
['圧勝'],[['あっしょう']],2,"['&n;', '&vs;']","['overwhelming victory', 'crushing victory', 'sweeping victory', 'landslide victory']"
['圧着'],[['あっちゃく']],2,"['&n;', '&vs;']","['crimping', 'pressure bonding']"
['圧入'],[['あつにゅう']],2,"['&n;', '&vs;']",['indentation']
['安居'],[['あんきょ']],2,"['&n;', '&vs;']",['easy life']
['安眠'],[['あんみん']],2,"['&n;', '&vs;']","['sound sleep', 'good sleep', 'quiet sleep']"
['暗示'],[['あんじ']],2,"['&n;', '&vs;', '&adj-no;']","['hint', 'suggestion']"
['暗涙に咽ぶ'],[['あんるいにむせぶ']],2,"['&exp;', '&v5b;']",['to shed silent tears']
['鞍替え'],[['くらがえ']],2,"['&n;', '&vs;']","[""changing (one's job, loyalties, stance, etc.)"", 'switching over']"
['依頼'],[['いらい']],2,"['&n;', '&vs;']","['request', 'commission', 'entrusting (with a matter)']"
['偉がる'],[['えらがる']],2,"['&v5r;', '&vi;']","['to be conceited', 'to think highly of oneself']"
['委任'],[['いにん']],2,"['&n;', '&vs;']","['entrusting', 'charge', 'delegation', 'authorization']"
['意気込む'],[['いきごむ']],2,"['&v5m;', '&vi;']","['to be enthusiastic about', 'to be eager', 'to be keen']"
['意気消沈'],[['いきしょうちん']],2,"['&n;', '&vs;', '&adj-no;']","['depressed in spirits', 'dispirited', 'disheartened', 'rejection']"
['意思表示'],[['いしひょうじ']],2,"['&n;', '&vs;']","[""expressing one's feelings"", ""communicating one's intention""]"
['意識'],[['いしき']],2,"['&n;', '&vs;']",['consciousness']
['し過ぎる'],[['しすぎる']],2,['&v1;'],"['to overdo', 'to do too much']"
['畏敬'],[['いけい']],2,"['&n;', '&vs;']","['reverence', 'awe', 'respect']"
['畏怖'],[['いふ']],2,"['&n;', '&vs;']","['awe', 'fear', 'dread', 'fright']"
['異なる'],[['ことなる']],2,"['&v5r;', '&vi;']","['to differ', 'to vary', 'to disagree']"
['異化'],[['いか']],2,"['&n;', '&vs;']",['dissimilation']
['異見'],[['いけん']],2,"['&n;', '&vs;']","['different opinion', 'objection']"
['異動'],[['いどう']],2,"['&n;', '&vs;']","['change (personnel)', 'transfer', 'reshuffle']"
['移す'],[['うつす']],2,"['&v5s;', '&vt;']","['to change', 'to swap', 'to substitute', 'to transfer']"
['移り行く'],[['うつりゆく']],2,"['&v5k-s;', '&vi;']","['to change', 'to shift', 'to come and go']"
['移る'],[['うつる']],2,"['&v5r;', '&vi;']","['to move (house)', 'to transfer (department)']"
['移ろう'],[['うつろう']],2,"['&v5u;', '&vi;']",['to change (with the passage of time)']
['移管'],[['いかん']],2,"['&n;', '&vs;']",['transfer of control']
['移行'],[['いこう']],2,"['&n;', '&vs;']","['switching over to', 'migration', 'transition']"
['移住'],[['いじゅう']],2,"['&n;', '&vs;', '&adj-no;']","['migration', 'immigration']"
['移出'],[['いしゅつ']],2,"['&n;', '&vs;']","['shipping out (to a different part of the country)', 'transporting', 'shipment']"
['移乗'],[['いじょう']],2,"['&n;', '&vs;']","['transferring (to another ship, etc.)']"
['移植'],[['いしょく']],2,"['&n;', '&vs;']","['transplanting (a plant)', 'transplant', 'grafting']"
['移送'],[['いそう']],2,"['&n;', '&vs;']","['transfer', 'transport', 'removal']"
['移着'],[['いちゃく']],2,"['&n;', '&vs;']",['adhering or embedding of wear debris in the opposing surface']
['移駐'],[['いちゅう']],2,"['&n;', '&vs;']","['moving', 'transferring']"
['移牒'],[['いちょう']],2,"['&n;', '&vs;']",['notification to authorities']
['移転'],[['いてん']],2,"['&n;', '&vs;']","['moving', 'relocation', 'change of address']"
['移動'],[['いどう']],2,"['&n;', '&vs;']","['movement', 'transfer', 'migration', 'removal', 'travel']"
['移入'],[['いにゅう']],2,"['&n;', '&vs;']","['importation', 'ingression', 'migration', 'transfection']"
['移民'],[['いみん']],2,"['&n;', '&vs;', '&adj-no;']","['emigration', 'immigration']"
['違う'],[['ちがう']],2,"['&v5u;', '&vi;']","['to differ (from)', 'to vary']"
['違える'],[['ちがえる']],2,"['&v1;', '&vt;']","['to change', 'to alter']"
['違背'],[['いはい']],2,"['&n;', '&vs;']","['violation', 'transgression']"
['違反'],[['いはん']],2,"['&n;', '&vs;']","['violation', 'offense', 'offence', 'breach', 'transgression', 'infringement', 'contravention']"
['違約'],[['いやく']],2,"['&n;', '&vs;']","['breach of contract', 'default']"
['一押し'],[['ひとおし']],2,"['&n;', '&vs;']",['a push']
['一過'],[['いっか']],2,"['&n;', '&vs;']","['passing (e.g. of a typhoon)', 'going past']"
['一荒れ'],[['ひとあれ']],2,"['&n;', '&vs;']","['squall', 'burst of anger']"
['一緒にする'],[['いっしょにする']],2,"['&exp;', '&vs-i;']","['to unite', 'to join', 'to do together']"
['一寝入り'],[['ひとねいり']],2,"['&n;', '&vs;']",['nap']
['一進一退'],[['いっしんいったい']],2,"['&n;', '&vs;', '&adj-no;']","['now advancing and now retreating', 'ebb and flow', 'seesawing', 'taking alternately favorable and unfavorable turns']"
['一人寝'],[['ひとりね']],2,"['&n;', '&vs;']",['sleeping alone']
['一掃'],[['いっそう']],2,"['&n;', '&vs;']","['clean sweep', 'purging', 'doing away with', 'eradication']"
['一段落'],"[['いちだんらく'], ['ひとだんらく']]",2,"['&n;', '&vs;']","['reaching a stopping place', 'settling down (before the next stage)', 'getting to a point where one can rest', 'completing the first stage (of the work)']"
['一任'],[['いちにん']],2,"['&n;', '&vs;']","['entrusting (everything to)', 'leaving (a matter) entirely with']"
['一泊'],[['いっぱく']],2,"['&n;', '&vs;', '&adj-no;']",['stopping one night']
['一報'],[['いっぽう']],2,"['&n;', '&vs;']","['information', '(brief) notice', 'letting someone know', 'dropping a line']"
['一眠り'],[['ひとねむり']],2,"['&n;', '&vs;']","['nap', 'short sleep']"
['一籌を輸する'],"[['いっちゅうをゆする'], ['いっちゅうをしゅする']]",2,"['&exp;', '&vs-i;']","['to be inferior to', 'to be outdone', 'to compare unfavourably with']"
['印刻'],[['いんこく']],2,"['&n;', '&vs;']",['seal engraving']
['因る'],[['よる']],2,"['&v5r;', '&vi;']","['to be due to', 'to be caused by']"
['因由'],[['いんゆ']],2,"['&n;', '&vs;']",['cause']
['引き寄せる'],[['ひきよせる']],2,"['&v1;', '&vt;']",['to draw or pull something towards oneself (e.g. chair)']
['引き込む'],[['ひきこむ']],2,"['&v5m;', '&vt;']","['to pull into', 'to draw in', 'to bring in']"
['引き摺り込む'],[['ひきずりこむ']],2,"['&v5m;', '&vt;']","['to drag in', 'to pull in']"
['引き抜く'],[['ひきぬく']],2,"['&v5k;', '&vt;']","['to extract', 'to pull out', 'to draw out', 'to uproot']"
['引き払う'],[['ひきはらう']],2,"['&v5u;', '&vt;']","['to vacate', 'to move out']"
['引き戻す'],[['ひきもどす']],2,"['&v5s;', '&vt;']","['to bring back', 'to restore']"
['引っ越す'],"[['ひっこす'], ['ひきこす']]",2,"['&v5s;', '&vi;']","['to move (house)', 'to change residence']"
['引っ込む'],[['ひっこむ']],2,"['&v5m;', '&vi;']","['to draw back', 'to sink', 'to cave in']"
['引っ込める'],[['ひっこめる']],2,"['&v1;', '&vt;']","['to draw in', 'to take in', 'to retract']"
['引っ張り出す'],[['ひっぱりだす']],2,"['&v5s;', '&vt;']","['to take out', 'to drag out']"
['引責'],[['いんせき']],2,"['&n;', '&vs;']",['taking responsibility']
['引責辞任'],[['いんせきじにん']],2,"['&n;', '&vs;']",['taking responsibility upon oneself (and resigning)']
['引接'],[['いんせつ']],2,"['&n;', '&vs;']",['interview']
['引退'],[['いんたい']],2,"['&n;', '&vs;']",['retirement']
['引率'],[['いんそつ']],2,"['&n;', '&vs;']","['leading', 'guiding', 'commanding']"
['飲み干す'],[['のみほす']],2,"['&v5s;', '&vt;']","['to drink up', 'to drain (cup)']"
['右傾'],[['うけい']],2,"['&n;', '&vs;']",['leaning to the right']
['雨支度'],[['あまじたく']],2,"['&n;', '&vs;']",['preparation for rain']
['運び込む'],[['はこびこむ']],2,"['&v5m;', '&vt;']","['to carry in', 'to bring in']"
['運営'],[['うんえい']],2,"['&n;', '&vs;']","['management', 'administration', 'operation']"
['営む'],[['いとなむ']],2,"['&v5m;', '&vt;']","['to run (a business)', 'to operate', 'to conduct', 'to practice (law, medicine, etc.)']"
['営業'],[['えいぎょう']],2,"['&n;', '&vs;']","['business', 'trade', 'operations']"
['営造'],[['えいぞう']],2,"['&n;', '&vs;']","['building', 'construction']"
['永訣'],[['えいけつ']],2,"['&n;', '&vs;']",['last farewell']
['永住'],[['えいじゅう']],2,"['&n;', '&vs;']",['permanent residence']
['永続'],[['えいぞく']],2,"['&n;', '&vs;', '&adj-no;']","['permanence', 'continuation']"
['永別'],[['えいべつ']],2,"['&n;', '&vs;']",['last farewell']
['永眠'],[['えいみん']],2,"['&n;', '&vs;']","['eternal sleep', 'death']"
['液化'],[['えきか']],2,"['&n;', '&vs;']",['liquefaction']
['越す'],[['こす']],2,['&v5s;'],"['to cross over (e.g. mountain)', 'to go across']"
['越境'],[['えっきょう']],2,"['&n;', '&vs;']","['crossing a border (illegally)', 'border violation', 'border transgression']"
['越冬'],[['えっとう']],2,"['&n;', '&vs;']","['passing the winter', 'hibernation']"
['越年'],"[['えつねん'], ['おつねん']]",2,"['&n;', '&vs;']","['seeing the old year out', 'greeting the New Year', 'passing the winter', 'hibernation']"
['円居'],[['まどい']],2,"['&n;', '&vs;']","['small gathering', 'happy circle']"
['円座'],[['えんざ']],2,"['&n;', '&vs;']","['sitting in circle', 'round straw mat']"
['延び延びになる'],[['のびのびになる']],2,"['&exp;', '&v5r;']",['to be delayed']
['延べる'],[['のべる']],2,"['&v1;', '&vt;']","['to lay out (a futon)', 'to make (bed)', 'to spread out', 'to stretch', 'to widen']"
['延引'],[['えんいん']],2,"['&n;', '&vs;']","['delay', 'procrastination']"
['延期'],[['えんき']],2,"['&n;', '&vs;']","['postponement', 'deferment', 'adjournment']"
['延期になる'],[['えんきになる']],2,"['&exp;', '&v5r;']","['to be postponed', 'to be deferred', 'to be delayed']"
['延焼'],[['えんしょう']],2,"['&n;', '&vs;']",['spread of fire']
['延伸'],[['えんしん']],2,"['&n;', '&vs;']","['stretching', 'extension', 'elongation']"
['延着'],[['えんちゃく']],2,"['&n;', '&vs;']",['delayed arrival']
['延長'],[['えんちょう']],2,"['&n;', '&vs;']","['extension', 'elongation', 'prolongation', 'lengthening']"
['延命'],"[['えんめい'], ['えんみょう']]",2,"['&n;', '&vs;', '&adj-no;']","['keeping alive longer', 'prolonging life', 'life extension', 'life-support']"
['演じる'],[['えんじる']],2,"['&v1;', '&vt;']","['to act (a part)', 'to play (a role)']"
['演ずる'],[['えんずる']],2,"['&vz;', '&vt;']","['to act (a part)', 'to play (a role)']"
['演技'],[['えんぎ']],2,"['&n;', '&vs;', '&adj-no;']","['acting', 'performance']"
['演算'],[['えんざん']],2,"['&n;', '&vs;']","['operation', 'calculation']"
['演習'],[['えんしゅう']],2,"['&n;', '&vs;']","['practice', 'practising']"
['演出'],[['えんしゅつ']],2,"['&n;', '&vs;']","['production (e.g. play)', 'direction']"
['演説'],[['えんぜつ']],2,"['&n;', '&vs;']","['speech', 'address']"
['演繹'],[['えんえき']],2,"['&n;', '&vs;']","['deductive reasoning', 'deduction']"
['煙たがる'],"[['けむたがる'], ['けぶたがる']]",2,"['&v5r;', '&vi;']",['to be sensitive to smoke']
['煙る'],"[['けむる'], ['けぶる']]",2,"['&v5r;', '&vi;']","['to smoke (e.g. fire)', 'to billow smoke', 'to smoulder', 'to smolder']"
['煙死'],[['えんし']],2,"['&n;', '&vs;']",['death by smoke suffocation']
['遠沈'],[['えんちん']],2,"['&n;', '&vs;']","['sediment', 'centrifuge']"
['汚す'],"[['よごす'], ['けがす']]",2,"['&v5s;', '&vt;']","['to pollute', 'to contaminate', 'to soil', 'to make dirty', 'to stain']"
['汚れる'],[['けがれる']],2,"['&v1;', '&vi;']","['to be violated', 'to be corrupted', 'to be polluted', 'to be stained']"
['汚れる'],[['よごれる']],2,"['&v1;', '&vi;']","['to get dirty', 'to become dirty']"
['汚損'],[['おそん']],2,"['&n;', '&vs;']","['staining', 'spoiling', 'soiling', 'defacing', 'damage']"
['奥まる'],[['おくまる']],2,"['&v5r;', '&vi;']","['to lie deep in', 'to extend far back']"
['応える'],[['こたえる']],2,"['&v1;', '&vi;']","['to respond', 'to answer', 'to meet (e.g. demands, expectations)']"
['応じる'],[['おうじる']],2,"['&v1;', '&vi;']","['to respond', 'to satisfy', 'to accept', 'to comply with', 'to apply for']"
['応召'],[['おうしょう']],2,"['&n;', '&vs;']","['responding to a call-up for military service', 'answering a call-up']"
['応接'],[['おうせつ']],2,"['&n;', '&vs;']","['reception (e.g. of visitors)', 'dealing with']"
['応戦'],[['おうせん']],2,"['&n;', '&vs;']","['fighting back', 'returning fire', 'counter-attack', 'responding to an attack', 'accepting a challenge']"
['応対'],[['おうたい']],2,"['&n;', '&vs;']","['dealing with (people, customers, complaints, etc.)', 'receiving (callers, visitors, etc.)', 'attending to', 'handling', 'serving']"
['応答'],[['おうとう']],2,"['&n;', '&vs;']","['reply', 'answer', 'response']"
['応募'],[['おうぼ']],2,"['&n;', '&vs;']","['application', 'subscription', 'entry (competition, raffle, etc.)', 'enlistment']"
['応用'],[['おうよう']],2,"['&n;', '&vs;']","['(practical) application', 'putting to practical use']"
['押さえ込む'],[['おさえこむ']],2,"['&v5m;', '&vt;']","['to pin down', 'to immobilize', 'to immobilise', 'to control', 'to suppress']"
['押しまくる'],[['おしまくる']],2,['&v5r;'],"['to push and push', 'to keep pushing to the end']"
['押し開ける'],[['おしあける']],2,['&v1;'],"['to force open', 'to push open']"
['押しかける'],[['おしかける']],2,"['&v1;', '&vi;']","['to go uninvited', 'to call on without an invitation', 'to barge in on', 'to gatecrash']"
['押し寄せる'],[['おしよせる']],2,"['&v1;', '&vi;']","['to advance on', 'to close in', 'to march on', 'to descend on (the enemy)', 'to move towards', 'to surge forward (crowd, wave of nostalgia, wave, etc.)', 'to rush for (the door)', 'to inundate', 'to overwhelm', 'to push aside']"
['押し詰まる'],[['おしつまる']],2,['&v5r;'],"['to approach the year end', 'to be jammed tight']"
['押し詰める'],[['おしつめる']],2,['&v1;'],"['to pack (in box)', 'to drive to wall']"
['押し固める'],[['おしかためる']],2,['&v1;'],['to press together']
['押し広める'],[['おしひろめる']],2,"['&v1;', '&vt;']","['to extend by force', 'to aggrandize', 'to aggrandise']"
['押し合い'],[['おしあい']],2,"['&n;', '&vs;']","['jostling', 'crowding']"
['押し合う'],[['おしあう']],2,"['&v5u;', '&vi;']","['to jostle', 'to crowd', 'to haggle']"
['押し込む'],[['おしこむ']],2,"['&v5m;', '&vi;', '&vt;']","['to push into', 'to cram into', 'to stuff into', 'to crowd into']"
['押し切る'],[['おしきる']],2,"['&v5r;', '&vt;']","['to overcome (opposition)', 'to push past', ""to force one's way""]"
['押しのける'],[['おしのける']],2,"['&v1;', '&vt;']","['to push aside', 'to brush aside']"
['押し通す'],[['おしとおす']],2,"['&v5s;', '&vt;']","['to persist in', 'to carry out', ""to have one's own way"", 'to push through', 'to carry through']"
['押し通る'],[['おしとおる']],2,['&v5r;'],"[""to force one's way through""]"
['押しつぶす'],[['おしつぶす']],2,"['&v5s;', '&vt;']","['to squash', 'to crush', 'to flatten']"
['押し倒す'],[['おしたおす']],2,"['&v5s;', '&vt;']","['to pin down', 'to knock down', 'to push (and hold) somebody down (esp. with sexual connotations)']"
['押し当てる'],[['おしあてる']],2,"['&v1;', '&vt;']",['to push (something) against']
['押し入る'],[['おしいる']],2,"['&v5r;', '&vi;']","['to push in', 'to force into', 'to break in (e.g. into a house)', 'to intrude']"
['押し破る'],[['おしやぶる']],2,"['&v5r;', '&vt;']",['to break through']
['押し付ける'],[['おしつける']],2,"['&v1;', '&vt;']","['to press against', 'to push against', 'to force against']"
['押し分ける'],[['おしわける']],2,"['&v1;', '&vt;']",['to push aside']
['押し返す'],[['おしかえす']],2,"['&v5s;', '&vt;']","['to force back', 'to jostle']"
['押し戻す'],[['おしもどす']],2,"['&v5s;', '&vt;']",['to push back']
['押し問答'],[['おしもんどう']],2,"['&n;', '&vs;']","['arguing back and forth', 'bandying words', 'verbal tug-of-war']"
['押し立てる'],[['おしたてる']],2,"['&v1;', '&vt;']","['to set up', 'to raise']"
['押し流す'],[['おしながす']],2,"['&v5s;', '&vt;']",['to wash away']
['押す'],[['おす']],2,"['&v5s;', '&vt;']","['to push', 'to press']"
['押印'],[['おういん']],2,"['&n;', '&vs;']","['affixing a seal (to)', ""putting one's seal (on)""]"
['押下'],[['おうか']],2,"['&n;', '&vs;']","['pressing down (button, keyboard, etc.)', 'depressing', 'forcing down']"
['押収'],[['おうしゅう']],2,"['&n;', '&vs;', '&adj-no;']","['seizure', 'confiscation']"
['横断'],[['おうだん']],2,"['&n;', '&vs;']","['crossing', 'traversing']"
['横領'],[['おうりょう']],2,"['&n;', '&vs;']","['embezzlement', 'misappropriation', 'usurpation']"
['欧化'],[['おうか']],2,"['&n;', '&vs;']","['Europeanization', 'Europeanisation', 'Westernization', 'Westernisation']"
['温存'],[['おんぞん']],2,"['&n;', '&vs;']","['preservation', 'retainment', 'keeping']"
['下げ渡す'],[['さげわたす']],2,"['&v5s;', '&vt;']",['to make a (government) grant']
['下押す'],[['したおす']],2,['&v5s;'],['to decline (stock market)']
['下検分'],[['したけんぶん']],2,"['&n;', '&vs;']","['preliminary inspection', 'preliminary examination']"
['下御'],[['げぎょ']],2,"['&n;', '&vs;']",['dismounting']
['下降'],[['かこう']],2,"['&n;', '&vs;']","['descent', 'fall', 'drop', 'decline', 'downturn', 'subsidence']"
['下座'],[['げざ']],2,"['&n;', '&vs;']","[""coming down from one's seat and prostrating oneself (to pay obeisance)""]"
['下種張る'],[['げすばる']],2,['&v5r;'],"['to be churlish', 'to be crude', 'to be boorish', 'to be vulgar', 'to conduct oneself in an unseemly manner']"
['下城'],[['げじょう']],2,"['&n;', '&vs;']",['withdrawing from the castle']
['下略'],"[['げりゃく'], ['かりゃく']]",2,"['&n;', '&vs;']",['remaining text omitted (in quotation)']
['仮寓'],[['かぐう']],2,"['&n;', '&vs;']",['temporary residence']
['仮借'],"[['かしゃく'], ['かしゃ']]",2,"['&n;', '&vs;']","['pardon', 'extenuation', 'excuse']"
['仮植'],[['かしょく']],2,"['&n;', '&vs;']",['temporary planting']
['仮植え'],[['かりうえ']],2,"['&n;', '&vs;']",['temporary planting']
['仮寝'],[['かりね']],2,"['&n;', '&vs;']","['siesta', 'nap', 'catnap', 'stopping at an inn']"
['仮想'],[['かそう']],2,"['&n;', '&vs;', '&adj-no;']","['imagination', 'supposition', 'virtual', 'potential (enemy)']"
['仮装'],[['かそう']],2,"['&n;', '&vs;', '&adj-no;']","['costume', 'fancy dress', 'masquerade', 'disguise']"
['仮調印'],[['かりちょういん']],2,"['&n;', '&vs;']",['initialling (pact)']
['仮綴'],[['かりとじ']],2,"['&n;', '&vs;']",['temporary (paper) binding']
['仮定'],[['かてい']],2,"['&n;', '&vs;']","['assumption', 'supposition', 'hypothesis']"
['仮渡し'],[['かりわたし']],2,"['&n;', '&vs;']",['temporary approximate payment']
['仮泊'],[['かはく']],2,"['&n;', '&vs;']",['emergency anchoring']
['仮払い'],[['かりばらい']],2,"['&n;', '&vs;']",['temporary advance (of money)']
['仮拵え'],[['かりごしらえ']],2,"['&n;', '&vs;']","['makeshift', 'temporary building']"
['加圧'],[['かあつ']],2,"['&n;', '&vs;']",['increasing pressure']
['加湿'],[['かしつ']],2,"['&n;', '&vs;']",['humidification']
['加除'],[['かじょ']],2,"['&n;', '&vs;']",['insertion and deletion']
['加水分解'],[['かすいぶんかい']],2,"['&n;', '&vs;', '&adj-no;']",['hydrolysis']
['加勢'],[['かせい']],2,"['&n;', '&vs;']","['assistance', 'backing', 'reinforcements']"
['加増'],[['かぞう']],2,"['&n;', '&vs;']","['increase', 'addition']"
['加判'],[['かはん']],2,"['&n;', '&vs;']",['affixing a seal']
['加療'],[['かりょう']],2,"['&n;', '&vs;']",['medical treatment']
['加齢'],[['かれい']],2,"['&n;', '&vs;']","['aging', 'ageing', ""adding to one's years""]"
['可愛がる'],[['かわいがる']],2,"['&v5r;', '&vt;']","['to love', 'to cherish', 'to be affectionate to', 'to treat tenderly', 'to dote on']"
['可決'],[['かけつ']],2,"['&n;', '&vs;']","['approval', 'adoption (of a motion, bill, etc.)', 'passage']"
['夏枯れ'],[['なつがれ']],2,"['&n;', '&vs;']",['summer slump']
['夏眠'],[['かみん']],2,"['&n;', '&vs;']",['estivation']
['家蔵'],[['かぞう']],2,"['&n;', '&vs;']",['household possessions']
['花咲く'],[['はなさく']],2,['&v5k;'],['to bloom']
['荷造り'],[['にづくり']],2,"['&n;', '&vs;']","['packing', 'baling', 'crating']"
['荷物を詰める'],[['にもつをつめる']],2,"['&exp;', '&v1;']","[""to pack one's things""]"
['課税'],[['かぜい']],2,"['&n;', '&vs;']",['taxation']
['過ぎる'],[['すぎる']],2,"['&v1;', '&vi;']","['to pass through', 'to pass by', 'to go beyond']"
['過ぎ去る'],[['すぎさる']],2,"['&v5r;', '&vi;']","['to pass', 'to pass by']"
['過ごす'],[['すごす']],2,"['&v5s;', '&vt;']","['to pass (time)', 'to spend']"
['過つ'],[['あやまつ']],2,"['&v5t;', '&vi;']",['to err']
['過小評価'],[['かしょうひょうか']],2,"['&n;', '&vs;', '&adj-no;']","['underestimation', 'undervaluation']"
['過食'],[['かしょく']],2,"['&n;', '&vs;']",['overeating']
['過信'],[['かしん']],2,"['&n;', '&vs;']","['trusting too much', 'overestimating ability']"
['過大評価'],[['かだいひょうか']],2,"['&n;', '&vs;', '&adj-no;']","['overestimation', 'overvaluing']"
['過熱'],[['かねつ']],2,"['&n;', '&vs;']","['superheating', 'overheating']"
['過労死'],[['かろうし']],2,"['&n;', '&vs;']","['karoshi', {'_': 'death from overwork', '$': {'g_type': 'expl'}}]"
['臥床'],[['がしょう']],2,"['&n;', '&vs;']",['confined to bed']
['介意'],[['かいい']],2,"['&n;', '&vs;']","['worrying about', 'caring about']"
['介在'],[['かいざい']],2,"['&n;', '&vs;']","['existing (between)', 'interposition', 'intervention', 'involvement']"
['介入'],[['かいにゅう']],2,"['&n;', '&vs;']",['intervention']
['介病'],[['かいびょう']],2,"['&n;', '&vs;']",['nursing a patient']
['介抱'],[['かいほう']],2,"['&n;', '&vs;']","['nursing', 'looking after']"
['解く'],[['とく']],2,"['&v5k;', '&vt;']","['to untie', 'to unfasten', 'to unwrap', 'to undo', 'to unbind', 'to unpack']"
['解く'],[['ほどく']],2,"['&v5k;', '&vt;']","['to undo', 'to untie', 'to unfasten', 'to unlace', 'to unravel', 'to loosen', 'to unpack']"
['解ける'],[['とける']],2,"['&v1;', '&vi;']","['to be solved', 'to be resolved']"
['解ける'],[['ほどける']],2,"['&v1;', '&vi;']","['to come loose', 'to come untied', 'to come undone', 'to unravel']"
['解れる'],[['ほぐれる']],2,"['&v1;', '&vi;']","['to come untied', 'to come apart']"
['解禁'],[['かいきん']],2,"['&n;', '&vs;', '&adj-no;']","['lifting a ban', 'raising an embargo', 'opening a season (hunting, fishing, etc.)']"
['解決'],[['かいけつ']],2,"['&n;', '&vs;']","['settlement', 'solution', 'resolution']"
['解雇'],[['かいこ']],2,"['&n;', '&vs;']","['discharge', 'dismissal']"
['解散'],[['かいさん']],2,"['&n;', '&vs;']","['breaking up (e.g. meeting)', 'dispersing (e.g. crowd)']"
['解除'],[['かいじょ']],2,"['&n;', '&vs;']","['cancellation', 'rescinding', 'release', 'calling off', 'lifting (sanctions)', 'delisting']"
['解消'],[['かいしょう']],2,"['&n;', '&vs;']","['cancellation', 'liquidation', 'resolution', 'reduction (e.g. of stress)']"
['解職'],[['かいしょく']],2,"['&n;', '&vs;']","['discharge', 'dismissal']"
['解説'],[['かいせつ']],2,"['&n;', '&vs;', '&adj-no;']","['explanation', 'commentary', 'exposition', 'elucidation']"
['解体'],[['かいたい']],2,"['&n;', '&vs;']","['demolition', 'taking down', 'dismantling', 'disassembly', 'taking apart']"
['解題'],[['かいだい']],2,"['&n;', '&vs;']","['synopsis', 'review of subject', 'annotation']"
['解凍'],[['かいとう']],2,"['&n;', '&vs;']","['thaw', 'defrosting']"
