Kanji,Reading,JLPT,Type,Meaning
['漲る'],[['みなぎる']],100,"['&v5r;', '&vi;']","['to rise high (of water)', 'to overflow', 'to swell']"
['炙る'],[['あぶる']],100,"['&v5r;', '&vt;']","[""to warm (e.g. one's hands over a fire)"", 'to dry']"
['炒める'],[['いためる']],100,"['&v1;', '&vt;']","['to fry', 'to saute', 'to stir-fry']"
['燻らす'],[['くゆらす']],100,['&v5s;'],"['to smoke (e.g. pipe)', 'to puff (cigarette)']"
['熾す'],[['おこす']],100,"['&v5s;', '&vt;']","['to build (a fire)', 'to make', 'to start', 'to light']"
['爛らかす'],[['ただらかす']],100,"['&v5s;', '&vt;']",['to cause to be inflamed']
['爛れる'],[['ただれる']],100,"['&v1;', '&vi;']","['to be sore', 'to be inflamed', 'to be bleary', 'to fester']"
['疼く'],[['うずく']],100,"['&v5k;', '&vi;']","['to throb (with pain)', 'to ache', 'to smart', 'to twinge']"
['攣る'],[['つる']],100,['&v5r;'],"['to cramp', 'to be cramped', 'to contract']"
['痙攣'],[['けいれん']],100,"['&n;', '&vs;']","['convulsion', 'cramp', 'spasm', 'tic', 'twitch', 'fit']"
['痺れる'],[['しびれる']],100,"['&v1;', '&vi;']","['to become numb', 'to go to sleep (e.g. a limb)']"
['睨みつける'],[['にらみつける']],100,"['&v1;', '&vt;']","['to glare at', 'to scowl at']"
['睨む'],[['にらむ']],100,"['&v5m;', '&vt;']","['to glare at', 'to scowl at', 'to glower at']"
['祟る'],[['たたる']],100,"['&v5r;', '&vi;']","['to curse', 'to cast a spell', 'to haunt', 'to torment']"
['禊'],[['みそぎ']],100,"['&n;', '&vs;']","['purification ceremony (performed with water)', 'ritual purification', 'ablutions']"
['窘める'],[['たしなめる']],100,"['&v1;', '&vt;']","['to chide', 'to rebuke', 'to reprove']"
['窶れる'],[['やつれる']],100,"['&v1;', '&vi;']","['to be haggard', 'to be gaunt', 'to be emaciated', 'to be worn out (e.g. illness, worry)']"
['竦む'],[['すくむ']],100,"['&v5m;', '&vi;']","['to freeze (from fear, etc.)', 'to be unable to move (e.g. from surprise)', 'to be paralyzed (with horror, etc.)']"
['竦める'],[['すくめる']],100,"['&v1;', '&vt;']","['to shrug (shoulders)', 'to duck (head)', 'to draw back (body)']"
['糜爛'],"[['びらん'], ['ビラン']]",100,"['&n;', '&vs;']","['sore', 'erosion', 'ulceration', 'abscess', 'decomposition (of a body)']"
['縋りつく'],[['すがりつく']],100,"['&v5k;', '&vi;']","['to cling to', 'to depend on', 'to embrace', 'to hug']"
['耄碌'],[['もうろく']],100,"['&n;', '&vs;']","['senility', 'dotage', 'decrepitude']"
['聳える'],[['そびえる']],100,"['&v1;', '&vi;']","['to rise (of a building, mountain, etc.)', 'to tower', 'to soar']"
['膾炙'],[['かいしゃ']],100,"['&n;', '&vs;']","['becoming well-known', 'becoming common knowledge']"
['舐めずる'],[['なめずる']],100,['&v5r;'],"[""to lick one's lips""]"
['舐める'],[['なめる']],100,"['&v1;', '&vt;']","['to lick', 'to lap', 'to suck']"
['舐る'],[['ねぶる']],100,"['&v5r;', '&vt;']",['to lick']
['茹でる'],"[['ゆでる'], ['うでる']]",100,"['&v1;', '&vt;']",['to boil (something in hot water)']
['蠢く'],[['うごめく']],100,"['&v5k;', '&vi;']","['to wriggle', 'to squirm', 'to crawl like a worm']"
['衒う'],[['てらう']],100,"['&v5u;', '&vt;']","['to show off', 'to parade', 'to pretend']"
['褪せる'],[['あせる']],100,"['&v1;', '&vi;']","['to fade', 'to discolor', 'to discolour']"
['褪める'],[['さめる']],100,"['&v1;', '&vi;']","['to fade', 'to lose colour (color)', 'to discolour (discolor)']"
['訛る'],[['なまる']],100,"['&v5r;', '&vi;']","['to speak with an accent', 'to be corrupted (of word)', 'to mispronounce']"
['訝しむ'],[['いぶかしむ']],100,"['&v5m;', '&vt;']","['to be suspicious of', 'to be doubtful of', 'to be dubious of']"
['訝る'],[['いぶかる']],100,"['&v5r;', '&vi;']","['to wonder', 'to puzzle oneself about', 'to feel anxious about', 'to suspect', 'to doubt']"
['誂える'],[['あつらえる']],100,"['&v1;', '&vt;']","['to give an order', 'to place an order', 'to have made to order']"
['誑かす'],[['たぶらかす']],100,"['&v5s;', '&vt;']","['to trick', 'to cheat', 'to deceive', 'to seduce']"
['誑す'],[['たらす']],100,"['&v5s;', '&vt;']","['to cajole', 'to deceive', 'to seduce']"
['誣いる'],[['しいる']],100,"['&v1;', '&vt;']","['to slander', 'to accuse falsely']"
['諍い'],[['いさかい']],100,"['&n;', '&vs;']","['quarrel', 'dispute', 'argument']"
['諍う'],[['いさかう']],100,"['&v5u;', '&vi;']","['to quarrel', 'to dispute']"
['諂う'],[['へつらう']],100,"['&v5u;', '&vi;']","['to flatter', 'to curry favour (with)', 'to play up (to)', 'to suck up (to)', 'to toady (to)']"
['諌める'],[['いさめる']],100,"['&v1;', '&vt;']","['to remonstrate', 'to admonish (someone) for', 'to advise (someone) not to', 'to warn against']"
['諳んじる'],[['そらんじる']],100,"['&v1;', '&vt;']","['to memorize', 'to memorise', 'to recite from memory']"
['謳われる'],[['うたわれる']],100,"['&v1;', '&vi;']","['to be famed', 'to be extolled', ""to have one's praises sung"", 'to be celebrated', 'to be admired']"
['謦咳'],[['けいがい']],100,"['&n;', '&vs;']","['cough', 'hawking']"
['讒誣'],[['ざんぶ']],100,"['&n;', '&vs;']",['slander']
['讒謗'],[['ざんぼう']],100,"['&n;', '&vs;']","['libel', 'slander', 'defamation']"
['貪る'],[['むさぼる']],100,"['&v5r;', '&vt;']","['to covet', 'to crave', 'to lust insatiably for']"
['貶す'],[['けなす']],100,"['&v5s;', '&vt;']","['to speak ill of', 'to disparage']"
['齎す'],[['もたらす']],100,"['&v5s;', '&vt;']","['to bring', 'to take', 'to bring about']"
['贔屓'],[['ひいき']],100,"['&n;', '&vs;']","['favour', 'favor', 'patronage', 'favouritism', 'favoritism', 'partiality']"
['贔屓にする'],[['ひいきにする']],100,"['&exp;', '&vs-i;']","['to favor', 'to favour', 'to show favor to', 'to show favour to', 'to be partial to', 'to be a regular customer of']"
['贖う'],[['あがなう']],100,"['&v5u;', '&vt;']","['to atone for', 'to expiate', 'to redeem', 'to make up for', 'to compensate for']"
['跋扈'],[['ばっこ']],100,"['&n;', '&vs;']","['rampancy', 'prevalence', 'domination']"
['跪く'],"[['ひざまずく'], ['ひざまづく']]",100,"['&v5k;', '&vi;']",['to kneel']
['蹂躙'],[['じゅうりん']],100,"['&n;', '&vs;']","['trampling down', 'overrunning', 'infringement', 'violation']"
['蹉跌'],[['さてつ']],100,"['&n;', '&vs;']","['failure', 'stumbling', 'setback']"
['蹲る'],"[['うずくまる'], ['つくばる']]",100,"['&v5r;', '&vi;']","['to crouch', 'to squat', 'to cower']"
['躊躇'],[['ちゅうちょ']],100,"['&n;', '&vs;']","['hesitation', 'indecision', 'vacillation']"
['躊躇い'],[['ためらい']],100,"['&n;', '&vs;']","['faltering', 'hesitation']"
['躊躇う'],[['ためらう']],100,"['&v5u;', '&vi;']","['to hesitate', 'to waver']"
['躓く'],"[['つまずく'], ['つまづく']]",100,"['&v5k;', '&vi;']","['to trip (over)', 'to stumble']"
['躾ける'],[['しつける']],100,"['&v1;', '&vt;']","['to train', 'to discipline', 'to teach manners']"
['軋む'],[['きしむ']],100,"['&v5m;', '&vi;']","['to jar', 'to creak', 'to grate']"
['軋る'],[['きしる']],100,['&v5r;'],"['to creak', 'to squeak', 'to grate', 'to grind', 'to rasp']"
['軋轢'],[['あつれき']],100,"['&n;', '&vs;']","['friction', 'discord', 'strife']"
['輻輳'],[['ふくそう']],100,"['&n;', '&vs;', '&adj-no;']","['congestion (e.g. traffic)', 'overcrowding']"
['迸る'],"[['ほとばしる'], ['とばしる']]",100,"['&v5r;', '&vi;']","['to surge', 'to well up', 'to gush out']"
['邂逅'],[['かいこう']],100,"['&n;', '&vs;']",['chance meeting']
['酩酊'],[['めいてい']],100,"['&n;', '&vs;']","['drunkenness', 'intoxication']"
['噤む'],[['つぐむ']],100,"['&v5m;', '&vt;']","[""to shut one's mouth"", ""to hold one's tongue"", 'to keep silent']"
['韜晦'],[['とうかい']],100,"['&n;', '&vs;']","['hidden (talents, etc.)', 'self-concealment', 'self-effacement']"
['頷く'],"[['うなずく'], ['うなづく']]",100,"['&v5k;', '&vi;']","['to nod', ""to bow one's head in assent"", 'to agree']"
['顰める'],[['しかめる']],100,"['&v1;', '&vt;']","['to pull a wry face', ""to screw one's face up"", ""to pucker one's face"", 'to scowl', 'to grimace', 'to frown']"
['顰蹙'],"[['ひんしゅく'], ['ヒンシュク']]",100,"['&n;', '&vs;']","['frowning on', 'looking on with scorn', 'showing disapproval']"
['饐える'],[['すえる']],100,"['&v1;', '&vi;']","['to go bad', 'to turn sour']"
['騙す'],[['だます']],100,"['&v5s;', '&vt;']","['to trick', 'to cheat', 'to deceive']"
['魘される'],[['うなされる']],100,"['&v1;', '&vi;']",['to have a nightmare']
['靡かす'],[['なびかす']],100,"['&v5s;', '&vt;']","['to seduce', 'to win over', 'to conquer']"
['靡かせる'],[['なびかせる']],100,['&v1;'],"['to fly', 'to flutter']"
['靡く'],[['なびく']],100,"['&v5k;', '&vi;']","['to bend', 'to flutter', 'to wave']"
['齟齬'],[['そご']],100,"['&n;', '&vs;']","['inconsistency', 'discord', 'conflict', 'discrepancy', 'contradiction', 'failure', 'frustration']"
['嗽'],[['うがい']],100,"['&n;', '&vs;']","['gargling', ""rinsing one's mouth""]"
['倦む'],"[['あぐむ'], ['うむ']]",100,"['&v5m;', '&vi;']","['to get tired of (doing)', 'to lose interest in']"
['劫掠'],"[['きょうりゃく'], ['ごうりゃく']]",100,"['&n;', '&vs;']","['pillage', 'plunder']"
['窄める'],"[['すぼめる'], ['つぼめる']]",100,"['&v1;', '&vt;']","['to make narrower', 'to shut (an umbrella)', ""to shrug (one's shoulders)"", ""to purse (one's lips)""]"
['捌ける'],[['さばける']],100,"['&v1;', '&vi;']","['to sell well', 'to sell out']"
['剃る'],"[['そる'], ['する']]",100,"['&v5r;', '&vt;']",['to shave']
['剥ぐ'],"[['はぐ'], ['へぐ']]",100,"['&v5g;', '&vt;']","['to tear off', 'to peel off', 'to rip off', 'to strip off', 'to skin', 'to flay', 'to bark']"
['歪む'],"[['ゆがむ'], ['いがむ']]",100,"['&v5m;', '&vi;']","['to warp', 'to bend', 'to contort']"
['歪める'],"[['ゆがめる'], ['いがめる']]",100,"['&v1;', '&vt;']","['to bend', 'to curve', 'to warp', 'to distort', 'to disfigure']"
['抉る'],"[['えぐる'], ['くる']]",100,"['&v5r;', '&vt;']","['to gouge', 'to hollow out', 'to bore', 'to excavate', 'to scoop out']"
['瞑る'],"[['つぶる'], ['つむる']]",100,"['&v5r;', '&vt;']","[""to close (one's eyes)"", 'to shut']"
['茹だる'],"[['ゆだる'], ['うだる']]",100,"['&v5r;', '&vi;']","['to boil', 'to seethe']"
['岡惚'],[['おかぼれ']],100,"['&n;', '&vs;']","['unrequited love', 'illicit love', 'secret affections']"
['煌めく'],[['きらめく']],100,"['&v5k;', '&vi;']","['to glitter', 'to glisten', 'to sparkle', 'to twinkle', 'to glare', 'to gleam']"
['燻る'],"[['くすぶる'], ['ふすぶる'], ['いぶる']]",100,"['&v5r;', '&vi;']","['to smoke', 'to smoulder', 'to smolder', 'to sputter']"
['篭る'],[['こもる']],100,"['&v5r;', '&vi;']","[""to shut oneself in (e.g. one's room)"", 'to be confined in', 'to seclude oneself', 'to hide away', ""to stay inside (one's shell)""]"
['浚う'],[['さらう']],100,"['&v5u;', '&vt;']","['to sweep away', 'to wash away', 'to dredge']"
['攫う'],[['さらう']],100,"['&v5u;', '&vt;']","['to carry off', 'to run away with', 'to sweep away', 'to snatch', 'to kidnap', 'to abduct']"
['晒す'],[['さらす']],100,"['&v5s;', '&vt;']","['to expose (to the sun, public, danger, etc.)']"
['癪にさわる'],[['しゃくにさわる']],100,"['&exp;', '&v5r;']","['to irritate', ""to grate on one's nerves"", 'to aggravate', 'to be galling', 'to be invidious']"
['すり潰す'],[['すりつぶす']],100,"['&v5s;', '&vt;']","['to mash', 'to grind', 'to pulverize', 'to pulverise', 'to deface']"
['焚く'],[['たく']],100,"['&v5k;', '&vt;']","['to burn', 'to kindle', 'to light (a fire)', 'to make (a fire)']"
['鼎坐'],[['ていざ']],100,"['&n;', '&vs;']",['three people sitting in a triangle']
['梳かす'],[['とかす']],100,"['&v5s;', '&vt;']","['to comb out', 'to brush', 'to untangle', 'to unravel']"
['捉える'],[['とらえる']],100,"['&v1;', '&vt;']","['to catch', 'to capture', 'to seize', 'to arrest', 'to grab', 'to catch hold of']"
['蕩ける'],[['とろける']],100,"['&v1;', '&vi;']",['to melt (and become soft or liquid)']
['匂う'],[['におう']],100,"['&v5u;', '&vi;']","['to be fragrant', 'to smell (good)']"
['捩れる'],[['ねじれる']],100,"['&v1;', '&vi;']","['to get twisted', 'to get crooked', 'to get warped']"
['徘徊'],[['はいかい']],100,"['&n;', '&vs;']","['loitering', 'roaming', 'sauntering', 'wandering about', 'prowling']"
['剥がす'],"[['はがす'], ['へがす']]",100,"['&v5s;', '&vt;']","['to tear off', 'to peel off', 'to rip off', 'to strip off', 'to skin', 'to flay', 'to disrobe', 'to deprive of', 'to detach', 'to disconnect']"
['嵌まる'],"[['はまる'], ['ハマる']]",100,"['&v5r;', '&vi;']","['to fit', 'to get into', 'to go into', 'to be fitted with (e.g. door with a window)']"
['ばら撒く'],[['ばらまく']],100,"['&v5k;', '&vt;']","['to scatter', 'to disseminate (e.g. a rumor)', 'to spread (e.g. germs)', 'to broadcast']"
['捻くる'],[['ひねくる']],100,"['&v5r;', '&vt;']","['to twirl', 'to spin']"
['捻くれる'],[['ひねくれる']],100,"['&v1;', '&vi;']","['to become twisted', 'to grow distorted', 'to be curved', 'to bend']"
['塞がる'],"[['ふさがる'], ['ふたがる']]",100,"['&v5r;', '&vi;']","['to be closed', 'to be blocked', 'to be healed (e.g. wound)', 'to be shut up']"
['塞ぐ'],[['ふさぐ']],100,"['&v5g;', '&vt;']","['to stop up', 'to close up', 'to block (up)', 'to plug up', 'to shut up', 'to cover (ears, eyes, etc.)', 'to close (eyes, mouth)']"
['吠える'],[['ほえる']],100,"['&v1;', '&vi;']","['to bark', 'to howl', 'to bay', 'to bellow']"
['頬杖をつく'],[['ほおづえをつく']],100,"['&exp;', '&v5k;']","[""to rest one's chin in one's hands""]"
['跨る'],[['またがる']],100,"['&v5r;', '&vi;']","['to straddle', 'to sit astride', 'to mount']"
['痩せる'],[['やせる']],100,"['&v1;', '&vi;']","['to become thin', 'to lose weight', ""to reduce (one's) weight"", 'to slim']"
['蘇る'],[['よみがえる']],100,"['&v5r;', '&vi;']","['to be resurrected', 'to be resuscitated', 'to be rehabilitated', 'to be revived', 'to be refreshed', 'to be restored']"
['倚る'],[['よる']],100,"['&v5r;', '&vi;']","['to lean on', 'to rest against']"
['詫びる'],[['わびる']],100,"['&v1;', '&vi;']","['to apologize', 'to apologise']"
['閊える'],"[['つかえる'], ['つっかえる']]",100,"['&v1;', '&vi;']","['to stick', 'to get stuck', 'to get caught', 'to get jammed', 'to clog']"
['剪む'],[['はさむ']],100,"['&v5m;', '&vt;']","['to clip', 'to snip']"
['挺する'],[['ていする']],100,"['&vs-s;', '&vt;']","['to put (oneself) forward', ""to risk (one's life)"", 'to volunteer (bravely)']"
['挺す'],[['ていす']],100,"['&v5s;', '&vt;']","['to put (oneself) forward', ""to risk (one's life)"", 'to volunteer (bravely)']"
['謳う'],[['うたう']],100,"['&v5u;', '&vt;']","['to extol', 'to sing the praises of', 'to celebrate']"
['罹る'],[['かかる']],100,"['&v5r;', '&vi;']","['to contract (a disease)', 'to suffer from']"
['咥える'],[['くわえる']],100,"['&v1;', '&vt;']","[""to hold in one's mouth""]"
['縋る'],[['すがる']],100,"['&v5r;', '&vi;']","['to cling to', 'to hang onto']"
['糺す'],[['ただす']],100,"['&v5s;', '&vt;']","['to ascertain', 'to confirm', 'to verify', 'to make sure of']"
['齧る'],[['かじる']],100,"['&v5r;', '&vt;']","['to gnaw', 'to nibble', 'to bite', 'to munch', 'to crunch']"
['惚ける'],[['とぼける']],100,"['&v1;', '&vi;']","['to play dumb', 'to feign ignorance', 'to play innocent', 'to have a blank facial expression']"
['捩る'],"[['ねじる'], ['よじる'], ['もじる']]",100,"['&v5r;', '&vt;']","['to screw', 'to twist']"
['撥ねる'],[['はねる']],100,"['&v1;', '&vt;']","['to hit (e.g. to have a car hit someone)', 'to run into']"
['孕む'],[['はらむ']],100,['&v5m;'],"['to conceive', 'to become pregnant']"
['纏まる'],[['まとまる']],100,"['&v5r;', '&vi;']","['to find resolution', 'to be settled', 'to be agreed on', 'to be completed']"
['縺れる'],[['もつれる']],100,"['&v1;', '&vi;']","['to get entangled', 'to get tangled', 'to tangle']"
['淀む'],[['よどむ']],100,"['&v5m;', '&vi;']",['to stagnate']
['轢く'],[['ひく']],100,"['&v5k;', '&vt;']","['to run over (with a vehicle)', 'to knock down']"
['抛擲'],[['ほうてき']],100,"['&n;', '&vs;']","['abandoning', 'giving up', 'quitting']"
['尸諌'],[['しかん']],100,"['&n;', '&vs;']","[""admonishing (one's master) at the cost of one's life""]"
['摸牌'],"[['モーパイ'], ['モーはい']]",100,"['&n;', '&vs;']",['identifying a piece by touch']
['穿鑿'],[['せんさく']],100,"['&n;', '&vs;']","['scrutiny', 'digging into', 'excavation', 'inquiry into', 'enquiry into', 'prying']"
['卜する'],[['ぼくする']],100,['&vs-s;'],"[""to tell (a person's) fortune"", 'to divine', 'to fix', 'to choose']"
['諷する'],[['ふうする']],100,['&vs-s;'],"['to hint', 'to insinuate', 'to satirize', 'to satirise']"
['諷喩'],[['ふうゆ']],100,"['&n;', '&vs;']","['hint', 'insinuation', 'indirect suggestion', 'allegory']"
['臥する'],[['がする']],100,"['&vs-s;', '&vi;']","['to lie down (in bed)', ""to take to one's bed""]"
['鄙びる'],[['ひなびる']],100,"['&v1;', '&vi;']","['to become rustic', 'to be countrified']"
['瀕する'],[['ひんする']],100,['&vs-s;'],"['to be on the verge of', 'to be about to', 'to be on the point of']"
['呷る'],[['あおる']],100,"['&v5r;', '&vt;']","['to gulp down (a drink)', 'to slurp']"
['憚る'],[['はばかる']],100,"['&v5r;', '&vt;', '&vi;']","['to hesitate', 'to have scruples', 'to be afraid of what others may think']"
['這いずる'],[['はいずる']],100,"['&v5r;', '&vi;']","['to creep', 'to crawl']"
['擤む'],[['かむ']],100,"['&v5m;', '&vt;']","[""to blow (one's nose)""]"
['捲れる'],"[['まくれる'], ['めくれる']]",100,"['&v1;', '&vi;']","['to be turned up', 'to be turned inside out', 'to ride up', 'to be lifted (e.g. by wind)']"
['塞く'],[['せく']],100,"['&v5k;', '&vt;']",['to dam (up) (stream)']
['翳す'],[['かざす']],100,"['&v5s;', '&vt;']","[""to hold up over one's head"", 'to hold aloft']"
['拱く'],"[['こまぬく'], ['こまねく']]",100,"['&v5k;', '&vt;']","[""to fold (one's) arms""]"
['縢る'],[['かがる']],100,"['&v5r;', '&vt;']","['to stitch', 'to hem', 'to mend', 'to sew up', 'to darn']"
['謗る'],[['そしる']],100,"['&v5r;', '&vt;']","['to slander', 'to libel', 'to criticize', 'to criticise']"
['黴びる'],"[['かびる'], ['カビる']]",100,"['&v1;', '&vi;']","['to get moldy (mouldy)', 'to get musty', 'to develop mildew']"
['涸らす'],[['からす']],100,"['&v5s;', '&vt;']","['to dry up', 'to exhaust (e.g. resources, talent)']"
['掠る'],[['かする']],100,"['&v5r;', '&vt;']","['to graze (e.g. bullet)', 'to scratch', 'to touch lightly']"
['饗する'],[['きょうする']],100,"['&vs-s;', '&vt;']","['to treat', 'to feast', 'to provide dinner for']"
['股にかける'],[['またにかける']],100,"['&exp;', '&v1;']","['to travel all over', 'to be active in places widely apart']"
['悖る'],[['もとる']],100,"['&v5r;', '&vi;']","['to go against', 'to act contrary to', 'to run counter to', 'to deviate from']"
['臆する'],[['おくする']],100,"['&vs-s;', '&vi;']","['to be hesitant', 'to feel timid']"
['尻拭い'],[['しりぬぐい']],100,"['&n;', '&vs;']","[""cleaning up somebody else's mess"", 'carrying the can']"
['怨嗟'],[['えんさ']],100,"['&n;', '&vs;']",['(deeply held) resentment']
['罵詈'],[['ばり']],100,"['&n;', '&vs;']","['(verbal) abuse', 'abusive language']"
['肘枕'],[['ひじまくら']],100,"['&n;', '&vs;']","[""using one's elbows as a pillow""]"
['蹲踞'],[['そんきょ']],100,"['&n;', '&vs;']","['crouching', 'formal crouch performed at the beginning of a sumo or kendo match']"
['聚斂'],[['しゅうれん']],100,"['&n;', '&vs;']",['(levying of a) heavy taxation']
['頓挫'],[['とんざ']],100,"['&n;', '&vs;']","['setback', 'deadlock', 'standstill', 'impasse', 'miscarriage']"
['蟠踞'],[['ばんきょ']],100,"['&n;', '&vs;']","['becoming firmly established', 'putting down strong roots']"
['嘲弄'],[['ちょうろう']],100,"['&n;', '&vs;']","['scorn', 'mockery', 'ridicule']"
['嘲罵'],[['ちょうば']],100,"['&n;', '&vs;']","['(verbal) abuse', 'insulting remark', 'taunt']"
['睥睨'],[['へいげい']],100,"['&n;', '&vs;']","['glaring at', 'lording over']"
['撒き餌'],[['まきえ']],100,"['&n;', '&vs;']","['scattered animal feed', 'ground bait']"
['鞍ずれ'],[['くらずれ']],100,"['&n;', '&vs;']",['saddle sore']
['耽溺'],[['たんでき']],100,"['&n;', '&vs;']","['indulgence (e.g. in alcohol, women, etc.)']"
['逼塞'],[['ひっそく']],100,"['&n;', '&vs;']","['being blocked (and contained)', 'reduced circumstances']"
['頬ずり'],[['ほおずり']],100,"['&n;', '&vs;']","['rubbing cheeks together (as a display of affection)', 'pressing cheeks together']"
['掻爬'],[['そうは']],100,"['&n;', '&vs;']",['curettage']
['噛み潰す'],[['かみつぶす']],100,"['&v5s;', '&vt;']",['to chew up']
['誦する'],"[['しょうする'], ['じゅする'], ['ずする']]",100,['&vs-s;'],"['to recite', 'to chant', 'to read aloud']"
['賭する'],[['とする']],100,['&vs-s;'],"['to stake', 'to risk', 'to bet', 'to wager']"
['穿つ'],[['うがつ']],100,"['&v5t;', '&vt;']","['to drill', 'to bore', 'to pierce', 'to pass through']"
['罠にかかる'],[['わなにかかる']],100,"['&exp;', '&v5r;']","['to be caught in a trap (snare, etc.)']"
['斬りかかる'],[['きりかかる']],100,"['&v5r;', '&vt;']","['to assault with a sword', 'to stab at', 'to slash at']"
['毀つ'],[['こぼつ']],100,"['&v5t;', '&vt;']","['to destroy', 'to break', 'to damage']"
['隙をうかがう'],[['すきをうかがう']],100,"['&exp;', '&v5u;']",['to watch for an unguarded moment']
['棲む'],[['すむ']],100,"['&v5m;', '&vi;']","['to live (of animals)', 'to inhabit', 'to nest']"
['呑んでかかる'],[['のんでかかる']],100,"['&exp;', '&v5r;']","['to make light of', 'to hold lightly']"
['秤にかける'],[['はかりにかける']],100,"['&exp;', '&v1;']",['to weigh on a scale']
['ひん剥く'],[['ひんむく']],100,['&v5k;'],"['to strip', 'to peel', 'to tear off']"
['諷誦'],"[['ふうじゅ'], ['ふうしょう'], ['ふじゅ']]",100,"['&n;', '&vs;']",['reciting']
['脇による'],[['わきによる']],100,"['&exp;', '&v5r;']","['to stand aside', 'to step to the side', 'to move aside']"
['捩じり'],[['ねじり']],100,"['&n;', '&vs;']","['torsion', 'apply torque']"
['箍を嵌める'],[['たがをはめる']],100,"['&exp;', '&v1;']","['to hoop', 'to put a hoop on', 'to bind a barrel with hoops']"
['婀娜めく'],[['あだめく']],100,['&v5k;'],"['to be bewitching', 'to look coquettish', 'to behave in an alluring manner', 'to behave in a seductive manner']"
['晦ます'],[['くらます']],100,"['&v5s;', '&vt;']","['to conceal (oneself)', 'to hide', 'to abscond']"
['燻す'],[['いぶす']],100,"['&v5s;', '&vt;']","['to smoke (something)', 'to fumigate']"
['溺らす'],[['おぼらす']],100,"['&v5s;', '&vt;']",['to drown']
['呪詛'],"[['じゅそ'], ['ずそ']]",100,"['&n;', '&vs;']","['curse', 'malediction', 'hex']"
['馳せる'],[['はせる']],100,"['&v1;', '&vi;']","['to run', 'to hurry (when going somewhere)']"
['狡ける'],[['ずるける']],100,"['&v1;', '&vi;']","[""to shirk one's duties"", 'to be idle', 'to play truant']"
['錐揉み'],[['きりもみ']],100,"['&n;', '&vs;']","['tailspin', 'spin']"
['睨めっこ'],[['にらめっこ']],100,"['&n;', '&vs;']","['staring-out (down) game', 'game in which two children looking at each other try to make the opponents laugh first']"
['ピンを撥ねる'],[['ピンをはねる']],100,"['&exp;', '&v1;']","['to get a rakeoff', 'to get a kickback', 'to take a kickback']"
['苛つく'],"[['いらつく'], ['イラつく']]",100,"['&v5k;', '&vi;']",['to get irritated']
['咳く'],[['しわぶく']],100,"['&v5k;', '&vi;']",['to cough']
['姦する'],[['かんする']],100,['&vs-s;'],"['to commit adultery', 'to fornicate', 'to have illicit sex']"
['眩む'],[['くらむ']],100,"['&v5m;', '&vi;']","['to be dazzled by', 'to be dizzied by', 'to be disoriented by']"
['弄ぶ'],[['もてあそぶ']],100,"['&v5b;', '&vt;']","[""to play with (a toy, one's hair, etc.)"", 'to fiddle with']"
['惹く'],[['ひく']],100,"['&v5k;', '&vt;']","['to draw (attention, sympathy, etc.)', 'to attract (e.g. interest)']"
['湛える'],[['たたえる']],100,"['&v1;', '&vt;']","['to fill (with)', 'to be filled with']"
['捥げる'],[['もげる']],100,"['&v1;', '&vi;']","['to be torn off', 'to come off']"
['躱す'],[['かわす']],100,"['&v5s;', '&vt;']","['to dodge', 'to evade', 'to avoid', 'to sidestep']"
['弄くる'],[['いじくる']],100,"['&v5r;', '&vt;']","['to finger', 'to tamper (with)']"
['絎ける'],[['くける']],100,"['&v1;', '&vt;']",['to blindstitch']
['嗾ける'],[['けしかける']],100,"['&v1;', '&vt;']","['to instigate', 'to incite', 'to spur on', 'to set (e.g. a dog after someone)']"
['拗らせる'],[['こじらせる']],100,"['&v1;', '&vt;']","['to aggravate', 'to complicate', 'to make worse']"
['刮げる'],[['こそげる']],100,"['&v1;', '&vt;']","['to scrape off', 'to shave off']"
['欹てる'],[['そばだてる']],100,"['&v1;', '&vt;']","[""to strain (one's ears, eyes)"", ""to prick up (one's ears)""]"
['滾る'],[['たぎる']],100,"['&v5r;', '&vi;']","['to boil', 'to seethe']"
['嗜む'],"[['たしなむ'], ['たしむ']]",100,"['&v5m;', '&vt;']","['to have a taste for', 'to be fond of', 'to enjoy (in moderation)', 'to have an interest in (e.g. a hobby)']"
['撓む'],[['たわむ']],100,"['&v5m;', '&vi;']","['to bend', 'to warp']"
['撥ねかす'],[['はねかす']],100,"['&v5s;', '&vt;']","['to splash', 'to splatter']"
['穿る'],"[['ほじる'], ['ほじくる']]",100,"['&v5r;', '&vt;']","['to dig up', 'to dig out', 'to pick (nose, teeth, etc.)', 'to clean (ears)']"
['絆される'],[['ほだされる']],100,"['&v1;', '&vi;']","['to be moved by affection', 'to be moved by kindness', 'to be touched']"
['咽ぶ'],[['むせぶ']],100,"['&v5b;', '&vi;']","['to be choked', 'to be stifled', 'to be smothered']"
['娶る'],[['めとる']],100,"['&v5r;', '&vt;']","['to marry (a woman)', 'to take to wife', 'to take in marriage']"
['捩れる'],[['よじれる']],100,"['&v1;', '&vi;']",['to be twisted']
['蹌踉ける'],[['よろける']],100,"['&v1;', '&vi;']","['to stagger', 'to stumble']"
['窄む'],[['すぼむ']],100,"['&v5m;', '&vi;']","['to get narrower', 'to contract']"
['窄む'],[['つぼむ']],100,"['&v5m;', '&vi;']","['to close (of flowers)', 'to shut']"
